"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","lstotalearnings","totalearnings","ballooncount","total_explosions","lstotaltrialexplosions","nonexplodedballoons","totalpumpcount","lstotalpumpcount","averagepumpcount","adjustedtotalpumpcount","adjustedaveragepumpcount"
"6.6.1","and","2023-09-07","18:57:48","R_1mrehJsDsyRgvbm","979721892","1","200138","1","/40/50/55/60/0/50/55/0/0/0","310","10","4","/0/0/0/0/1/0/0/1/1/1","6","88","/8/10/11/12/2/10/11/15/6/3","8.8000000000000007105","62","10.3333333333333339255"
"6.6.1","win","2023-09-07","13:59:46","R_3lpdRVtI3h0K49j","979721898","1","98839","1","/0/50/0/0/20/25/0/25/40/0","160","10","5","/1/0/1/1/0/0/1/0/0/1","5","56","/7/10/5/3/4/5/4/5/8/5","5.5999999999999996447","32","6.4000000000000003553"
"6.6.1","mac","2023-09-07","13:00:03","R_DTBAUBFe9C3QYmJ","979721905","1","85570","1","/0/0/15/15/10/20/0/0/10/10","80","10","3","/1/0/0/0/0/0/1/1/0/0","7","21","/1/0/3/3/2/4/1/3/2/2","2.10","16","2.2857142857142855874"
"6.6.1","win","2023-09-07","14:00:03","R_3h5AlO2YPwtv4JF","979721901","1","101250","1","/0/20/30/50/70/0/0/0/50/70","290","10","4","/1/0/0/0/0/1/1/1/0/0","6","84","/4/4/6/10/14/12/8/2/10/14","8.40","58","9.6666666666666660745"
"6.6.3","and","2023-09-07","14:01:13","R_1TvhLj9V9XzxB5L","979721817","1","33297","1","/70/60/0/65/0/40/40/45/0/0","320","10","4","/0/0/1/0/1/0/0/0/1/1","6","74","/14/12/2/13/2/8/8/9/3/3","7.4000000000000003553","64","10.6666666666666660745"
"6.6.1","win","2023-09-07","14:00:51","R_3fkgyxMNc2edkJR","979721918","1","66006","1","/0/0/60/75/0/0/0/0/0/0","135","10","8","/1/1/0/0/1/1/1/1/1/1","2","88","/4/23/12/15/1/3/1/3/12/14","8.8000000000000007105","27","13.5"
"6.6.1","win","2023-09-07","14:00:42","R_3em3ftLIPj1dHU0","979721917","1","75366","1","/15/20/25/35/0/40/40/40/40/0","255","10","2","/0/0/0/0/0/0/0/0/0/0","8","69","/3/4/5/7/9/8/8/8/8/9","6.9000000000000003553","51","6.375"
"6.6.1","win","2023-09-07","14:01:09","R_25ZODa6kXuJisES","979721919","1","63516","1","/15/15/15/15/15/25/0/0/25/25","150","10","1","/0/0/0/0/0/0/1/0/0/0","9","31","/3/3/3/3/3/5/1/0/5/5","3.10","30","3.3333333333333334814"
"6.6.1","mac","2023-09-07","12:59:53","R_3saXDxyhql2keiy","979721908","1","139470","1","/35/35/0/35/30/0/35/35/35/35","275","10","2","/0/0/1/0/0/1/0/0/0/0","8","60","/7/7/3/7/6/2/7/7/7/7","0.00","55","6.875"
"6.6.1","win","2023-09-07","13:01:43","R_2OMSNU3WSYGUI7z","979721928","1","42048","1","/0/25/25/25/25/25/25/35/0/30","215","10","2","/1/0/0/0/0/0/0/0/1/0","8","56","/6/5/5/5/5/5/5/7/7/6","5.60","43","5.375"
"6.6.1","win","2023-09-07","14:00:47","R_23eQioFXdD2A29t","979721915","1","129803","1","/40/40/45/0/40/35/0/0/20/25","245","10","3","/0/0/0/1/0/0/1/0/0/0","7","67","/8/8/9/7/8/7/6/5/4/5","6.70","49","7"
"6.6.1","win","2023-09-07","14:00:04","R_UMzemflALV2twWt","979721909","1","165485","1","/80/0/0/0/0/0/55/40/0/0","175","10","7","/0/1/1/1/1/1/0/0/1/0","3","106","/16/11/12/10/13/3/11/8/10/12","10.5999999999999996447","35","11.6666666666666660745"
"6.6.1","win","2023-09-07","14:01:42","R_2qkEeeiYrpxesHx","979721927","1","70240","1","/0/0/15/30/50/30/50/25/55/50","305","10","2","/1/1/0/0/0/0/0/0/0/0","8","76","/9/6/3/6/10/6/10/5/11/10","7.60","61","7.625"
"6.6.1","win","2023-09-07","13:02:19","R_d0Ez7gwLxcQIicN","979721933","1","44379","1","/0/25/25/25/25/25/25/30/30/30","240","10","1","/1/0/0/0/0/0/0/0/0/0","9","49","/1/5/5/5/5/5/5/6/6/6","4.90","48","5.3333333333333330373"
"6.6.1","win","2023-09-08","00:00:51","R_32Ld8JJvPitCOUq","979721910","1","133803","1","/100/0/50/0/0/20/30/50/0/0","250","10","5","/0/1/0/1/1/0/0/0/1/1","5","76","/20/4/10/6/3/4/6/10/3/10","7.5999999999999996447","50","10"
"6.6.0","win","2023-09-07","14:01:52","R_YVVRIN3LIqjcDbH","979721926","1","76487","1","/25/25/25/25/25/50/0/25/30/30","260","10","1","/0/0/0/0/0/0/1/0/0/0","9","60","/5/5/5/5/5/10/8/5/6/6","0.00","52","5.7777777777777776791"
"6.6.1","mac","2023-09-07","13:01:28","R_1Hc9D09FyOjVIDY","979721924","1","103964","1","/25/50/45/80/0/55/35/40/80/50","460","10","1","/0/0/0/0/1/0/0/0/0/0","9","97","/5/10/9/16/5/11/7/8/16/10","9.70","92","10.2222222222222214327"
"6.6.3","and","2023-09-07","13:02:23","R_27eTFQCRSvOmpTm","979721907","1","50958","1","/0/25/35/0/0/70/0/40/45/40","255","10","4","/1/0/0/1/1/0/1/0/0/0","6","80","/6/5/7/5/6/14/12/8/9/8","0.00","51","8.5"
"6.6.1","win","2023-09-07","12:57:39","R_22S2IpDnZcMfAyQ","979721873","1","340764","1","/0/0/35/35/40/0/65/35/55/50","315","10","3","/1/1/0/0/0/1/0/0/0/0","7","99","/17/2/7/7/8/17/13/7/11/10","9.90","63","9"
"6.6.1","win","2023-09-07","13:00:50","R_UXc1PIzVAkSuFTr","979721897","1","161930","1","/0/15/25/15/25/0/25/20/30/25","180","10","2","/0/0/0/0/0/1/0/0/0/0","8","45","/4/3/5/3/5/5/5/4/6/5","4.50","36","4.5"
"6.6.1","win","2023-09-07","14:02:42","R_1PXz2XBsgJrPaH8","979721921","1","87171","1","/0/15/20/0/0/15/10/0/0/0","60","10","5","/1/0/0/1/1/0/0/1/1/0","5","26","/5/3/4/4/3/3/2/1/1/0","2.60","12","2.3999999999999999112"
"6.6.1","win","2023-09-07","11:00:09","R_3LZ9iNmnxTt2Qlx","979721912","1","250166","1","/30/30/35/40/45/50/55/55/0/45","385","10","1","/0/0/0/0/0/0/0/0/1/0","9","88","/6/6/7/8/9/10/11/11/11/9","8.80","77","8.5555555555555553582"
"6.6.1","mac","2023-09-07","14:02:06","R_1hFrhCeQqF7XMz9","979721916","1","162118","1","/50/55/0/0/50/10/35/55/0/0","255","10","4","/0/0/1/1/0/0/0/0/1/1","6","76","/10/11/5/1/10/2/7/11/13/6","7.5999999999999996447","51","8.5"
"6.6.1","win","2023-09-07","14:02:19","R_1dttZBqkkjz4AuY","979721929","1","143036","1","/0/95/0/0/0/0/40/70/75/0","280","10","6","/1/0/1/1/1/1/0/0/0/1","4","126","/17/19/13/5/20/8/8/14/15/7","12.5999999999999996447","56","14"
"6.6.1","win","2023-09-07","14:02:09","R_SUelMuF45viIwEN","979721930","1","160235","1","/25/15/35/60/75/0/0/100/35/0","345","10","3","/0/0/0/0/0/1/1/0/0/1","7","111","/5/3/7/12/15/13/12/20/7/17","11.0999999999999996447","69","9.8571428571428576504"
"6.6.1","win","2023-09-07","11:02:59","R_3KHDq3nrVtmfx5L","979721937","1","133264","1","/25/40/50/0/0/0/25/40/60/60","300","10","3","/0/0/0/1/1/1/0/0/0/0","7","80","/5/8/10/5/11/4/5/8/12/12","0.00","60","8.5714285714285711748"
"6.6.1","win","2023-09-07","13:03:15","R_1dlVYKuArfBumIR","979721923","1","116355","1","/35/60/0/35/0/0/25/35/40/0","230","10","4","/0/0/1/0/0/1/0/0/0/0","6","75","/7/12/6/7/8/7/5/7/8/8","7.5","46","7.6666666666666669627"
"6.6.1","win","2023-09-07","12:03:34","R_1NcmuwQrW6g8vND","979721943","1","109692","1","/55/60/0/35/45/50/0/75/0/0","320","10","4","/0/0/1/0/0/0/1/0/1/1","6","90","/11/12/8/7/9/10/4/15/7/7","9","64","10.6666666666666660745"
"6.6.1","win","2023-09-07","14:03:37","R_4GcWFesUDwSPTxv","979721947","1","113524","1","/0/35/0/0/45/0/50/60/0/75","265","10","5","/1/0/1/1/0/1/0/0/1/0","5","76","/3/7/12/6/9/1/10/12/1/15","7.60","53","10.5999999999999996447"
"6.6.1","mac","2023-09-07","14:10:54","R_2OOX6yezzjTEpht","979721931","1","54417","1","/25/0/25/25/25/0/0/20/20/20","160","10","3","/0/1/0/0/0/1/1/0/0/0","7","44","/5/1/5/5/5/6/5/4/4/4","4.40","32","4.5714285714285711748"
"6.6.1","win","2023-09-07","14:03:50","R_1oov4WuiiilqGw3","979721925","1","101563","1","/25/0/25/25/25/10/0/25/0/20","155","10","3","/0/1/0/0/0/0/1/0/1/0","7","43","/5/5/5/5/5/2/5/5/2/4","4.30","31","4.4285714285714288252"
"6.6.1","win","2023-09-07","14:04:09","R_8pjYdzAuc5Iu8St","979721956","1","84237","1","/0/0/25/0/60/0/25/0/35/40","185","10","5","/1/1/0/1/0/1/0/1/0/0","5","62","/1/2/5/12/12/3/5/7/7/8","6.20","37","7.4000000000000003553"
"6.6.1","win","2023-09-07","13:04:19","R_1LvAl4yJJhjR36f","979721950","1","83825","1","/25/0/40/0/0/40/0/0/15/35","155","10","5","/0/1/0/1/1/0/1/1/0/0","5","65","/5/9/8/8/9/8/5/3/3/7","6.50","31","6.2000000000000001776"
"6.6.1","win","2023-09-07","14:02:45","R_2ONlZ0CUssDZOeg","979721936","1","176183","1","/35/55/0/35/50/40/0/35/35/50","335","10","2","/0/0/1/0/0/0/1/0/0/0","8","87","/7/11/12/7/10/8/8/7/7/10","8.70","67","8.375"
"6.6.1","win","2023-09-07","14:03:00","R_T6ifCZ6lvkXoHK1","979721934","1","167098","1","/20/0/20/25/30/30/30/30/30/0","215","10","2","/0/1/0/0/0/0/0/0/0/1","8","51","/4/4/4/5/6/6/6/6/6/4","5.0999999999999996447","43","5.375"
"6.6.1","win","2023-09-07","13:02:22","R_3QKsXHYzpDJ97bT","979721932","1","207895","1","/0/10/20/25/30/0/25/20/25/35","190","10","2","/1/0/0/0/0/1/0/0/0/0","8","44","/3/2/4/5/6/3/5/4/5/7","4.40","38","4.75"
"6.6.1","win","2023-09-07","14:03:12","R_3GrhIUXTw9uBB4Z","979721896","1","161569","1","/65/90/100/110/0/50/0/0/20/40","475","10","3","/0/0/0/0/1/0/1/1/0/0","7","120","/13/18/20/22/10/10/11/4/4/8","0.00","95","13.5714285714285711748"
"6.6.1","win","2023-09-07","11:03:50","R_W84euwo3IEe8OYh","979721938","1","114047","1","/0/40/0/25/25/25/25/25/25/25","215","10","2","/1/0/1/0/0/0/0/0/0/0","8","54","/8/8/3/5/5/5/5/5/5/5","5.40","43","5.375"
"6.6.1","win","2023-09-07","13:04:32","R_33mdlHu5f4bbUWe","979721942","1","95369","1","/0/25/25/40/40/0/40/55/55/0","280","10","3","/1/0/0/0/0/1/0/0/0/1","7","81","/12/5/5/8/8/7/8/11/11/6","8.0999999999999996447","56","8"
"6.6.1","win","2023-09-07","11:04:22","R_2BxlKXQrtWFpqZ7","979721958","1","106754","1","/40/95/0/90/0/0/0/55/0/45","325","10","5","/0/0/1/0/1/1/1/0/1/0","5","133","/8/19/8/18/28/10/15/11/7/9","13.30","65","13"
"6.6.1","win","2023-09-07","14:04:24","R_ywisp7yGsjFtlIZ","979721945","1","112813","1","/50/70/0/60/0/0/50/50/50/0","330","10","4","/0/0/1/0/1/1/0/0/0/1","6","96","/10/14/12/12/4/9/10/10/10/5","9.5999999999999996447","66","11"
"6.6.1","win","2023-09-07","14:02:58","R_1opbIhDV5ALp9m1","979721906","1","209317","1","/50/0/50/50/0/0/40/40/40/30","300","10","3","/0/1/0/0/0/1/0/0/0/0","7","84","/10/12/10/10/10/2/8/8/8/6","8.40","60","8,5714285714285711748"
"6.6.1","win","2023-09-07","14:04:57","R_3KveRsDvXweEV4B","979721962","1","90661","1","/0/55/55/0/80/115/80/105/0/0","490","10","4","/1/0/0/1/0/0/0/0/1/1","6","141","/10/11/11/14/16/23/16/21/1/18","14.0999999999999996447","98","16.3333333333333321491"
"6.6.1","win","2023-09-07","11:05:04","R_Z3jnd6Jz4KglEfD","979721960","1","85848","1","/0/35/40/45/50/60/65/0/0/60","355","10","3","/1/0/0/0/0/0/0/1/1/0","7","90","/10/7/8/9/10/12/13/4/5/12","0.00","71","10.1428571428571423496"
"6.6.1","win","2023-09-07","14:05:12","R_8phaw8br3S6WTiV","979721953","1","83367","1","/10/15/15/20/20/0/15/20/20/20","155","10","1","/0/0/0/0/0/1/0/0/0/0","9","32","/2/3/3/4/4/1/3/4/4/4","3.20","31","3.4444444444444446418"
"6.6.1","win","2023-09-07","13:05:25","R_2e5d84vbOvKFpth","979721952","1","81355","1","/15/0/10/5/10/0/15/5/5/10","75","10","2","/0/1/0/0/0/1/0/0/0/0","8","19","/3/2/2/1/2/2/3/1/1/2","1.90","15","1.875"
"6.6.1","win","2023-09-07","14:03:08","R_1laUWOV2pxjJmEy","979721935","1","221896","1","/15/0/20/0/25/25/30/35/0/40","190","10","3","/0/1/0/1/0/0/0/0/1/0","7","43","/3/1/4/2/5/5/6/7/2/8","4.30","38","5.4285714285714288252"
"6.6.1","mac","2023-09-07","11:01:45","R_3D6KXjOMTeohv7u","979721920","1","312236","1","/0/60/0/20/25/25/0/25/20/25","200","10","3","/1/0/1/0/0/0/1/0/0/0","7","64","/15/12/7/4/5/5/2/5/4/5","6.40","40","5.7142857142857144126"
"6.6.1","win","2023-09-07","14:04:56","R_2PumQJwhfjP1YZi","979721954","1","122557","1","/0/0/110/0/110/0/90/100/0/0","410","10","6","/1/0/0/1/0/1/0/0/1/1","4","180","/27/24/22/10/22/21/18/20/4/12","18","82","20.5"
"6.6.1","win","2023-09-07","14:05:44","R_b29QsRhcyDFFFVD","979721966","1","99215","1","/25/25/30/30/0/25/30/30/0/30","225","10","2","/0/0/0/0/1/0/0/0/1/0","8","50","/5/5/6/6/3/5/6/6/2/6","0.00","45","5.625"
"6.6.1","win","2023-09-07","14:04:59","R_2TTeFGHfQIMGdcB","979721961","1","146651","1","/10/15/15/0/15/10/5/15/15/15","115","10","1","/0/0/0/1/0/0/0/0/0/0","9","26","/2/3/3/3/3/2/1/3/3/3","2.60","23","2.5555555555555553582"
"6.6.1","win","2023-09-07","11:07:53","R_3FVEg0PPWsHRPrj","979721967","1","113116","1","/0/20/20/25/20/25/40/40/0/20","210","10","2","/1/0/0/0/0/0/0/0/1/0","8","47","/3/4/4/5/4/5/8/8/2/4","4.70","42","5.25"
"6.6.1","win","2023-09-07","14:05:56","R_DFRnlzl1oDhUd1v","979721964","1","118687","1","/0/0/20/20/45/60/80/0/0/0","225","10","4","/0/1/0/0/0/0/0/1/1/1","6","73","/0/5/4/4/9/12/16/20/1/2","7.2999999999999998224","45","7.5"
"6.6.1","win","2023-09-07","13:07:21","R_ugYIpmg6I8euRnH","979721980","1","42933","1","/0/0/10/10/10/10/0/10/15/15","80","10","3","/1/1/0/0/0/0/1/0/0/0","7","23","/4/1/2/2/2/2/2/2/3/3","2.30","16","2.2857142857142855874"
"6.6.1","win","2023-09-07","13:06:49","R_2rGAoBxwVms4YuW","979721957","1","77963","1","/0/0/25/30/40/0/40/30/40/50","255","10","3","/1/0/0/0/0/1/0/0/0/0","7","64","/6/6/5/6/8/1/8/6/8/10","6.40","51","7.2857142857142855874"
"6.6.1","win","2023-09-07","14:06:32","R_ZeQ0MYdhe0z3CQV","979721969","1","132758","1","/0/50/0/75/0/40/45/70/0/45","325","10","4","/1/0/1/0/1/0/0/0/1/0","6","112","/17/10/6/15/10/8/9/14/14/9","11.20","65","10.8333333333333339255"
"6.6.1","win","2023-09-07","14:07:55","R_2E77lFQiDRvvO6F","979721981","1","61232","1","/30/30/0/30/35/0/20/30/25/0","200","10","3","/0/0/0/0/0/1/0/0/0/1","7","55","/6/6/8/6/7/6/4/6/5/1","5.5","40","5.7142857142857144126"
"6.6.0","win","2023-09-07","14:06:56","R_1OSL9rTUKZ8z7X1","979721978","1","121389","1","/60/0/0/0/50/50/0/0/30/0","190","10","6","/0/1/1/1/0/0/1/1/0/1","4","59","/12/1/2/6/10/10/4/1/6/7","5.9000000000000003553","38","9.5"
"6.6.1","win","2023-09-07","14:07:51","R_TmZbRwgvOPhyZEZ","979721974","1","70792","1","/0/0/0/0/0/0/0/0/0/0","0","10","10","/1/1/1/1/1/1/1/1/1/1","0","167","/17/12/27/30/26/3/13/6/9/24","16.6999999999999992895","0","0"
"6.6.1","win","2023-09-07","14:07:50","R_3Gcuf3PddwAetrp","979721982","1","75928","1","/50/0/0/45/50/0/0/30/15/25","215","10","4","/0/1/1/0/0/1/1/0/0/0","6","55","/10/6/1/9/10/3/2/6/3/5","5.50","43","7.1666666666666669627"
"6.6.1","win","2023-09-07","14:12:10","R_UQMf3smRLqTsYZX","979721986","1","64128","1","/20/20/20/20/0/25/0/30/20/50","205","10","2","/0/0/0/0/1/0/1/0/0/0","8","45","/4/4/4/4/3/5/1/6/4/10","4.50","41","5.125"
"6.6.1","win","2023-09-07","14:07:35","R_2zBFfrXVHrmGDnS","979721951","1","87724","1","/15/20/25/35/50/75/100/0/0/15","335","10","2","/0/0/0/0/0/0/0/1/1/0","8","81","/3/4/5/7/10/15/20/8/6/3","8.10","67","8.375"
"6.6.1","win","2023-09-07","13:08:31","R_3EMX2prl1fHwmn3","979721989","1","45134","1","/0/30/35/20/0/0/35/40/40/0","200","10","4","/1/0/0/0/1/1/0/0/0/1","6","60","/8/6/7/4/4/3/7/8/8/5","6","40","6.6666666666666669627"
"6.6.1","win","2023-09-07","14:07:52","R_1HbBybORiR3I0hL","979721985","1","96439","1","/20/20/35/30/60/50/60/0/65/55","395","10","1","/0/0/0/0/0/0/0/1/0/0","9","80","/4/4/7/6/12/10/12/1/13/11","0.00","79","8.7777777777777785673"
"6.6.1","mac","2023-09-07","14:06:54","R_2EGibwHEhPnCbEu","979721977","1","156169","1","/50/0/60/70/0/0/0/0/50/0","230","10","6","/0/1/0/0/1/1/1/1/0/1","4","95","/10/11/12/14/12/9/10/6/10/1","9.5","46","11.5"
"6.6.1","win","2023-09-07","11:07:49","R_2VORgQw0PU98gK1","979721984","1","130886","1","/100/0/0/80/0/0/0/60/100/0","340","10","6","/0/1/1/0/1/1/1/0/0/1","4","133","/20/21/8/16/18/4/4/12/20/10","13.3000000000000007105","68","17"
"6.6.1","win","2023-09-07","13:07:34","R_1IQ4j7d30uQG7gk","979721975","1","146593","1","/20/20/30/25/30/30/0/20/20/20","215","10","1","/0/0/0/0/0/0/1/0/0/0","9","44","/4/4/6/5/6/6/1/4/4/4","4.40","43","4.7777777777777776791"
"6.6.1","win","2023-09-07","11:05:47","R_1ND01VB4Hdc4d6u","979721963","1","272376","1","/0/25/25/20/5/10/15/10/5/10","125","10","1","/1/0/0/0/0/0/0/0/0/0","9","27","/2/5/5/4/1/2/3/2/1/2","2.70","25","2.7777777777777776791"
"6.6.1","win","2023-09-07","14:07:59","R_23Vlz7YtSeOdU5S","979721971","1","143001","1","/25/0/25/0/25/0/25/5/25/10","140","10","3","/0/1/0/1/0/1/0/0/0/0","7","38","/5/3/5/4/5/3/5/1/5/2","3.80","28","4"
"6.6.1","win","2023-09-07","14:07:34","R_dj08UF2a8pLXrS9","979721968","1","168514","1","/20/35/85/0/0/0/60/0/60/60","320","10","4","/0/0/0/1/1/0/0/1/0/0","6","139","/4/7/17/25/18/17/12/15/12/12","13.90","64","10.6666666666666660745"
"6.6.1","win","2023-09-07","12:08:27","R_1FyNAEHM55orod2","979721987","1","120224","1","/0/0/65/0/0/0/0/0/25/25","115","10","7","/1/1/0/1/1/0/1/1/0/0","3","76","/20/2/13/12/2/9/6/2/5/5","7.60","23","7.6666666666666669627"
"6.6.1","mac","2023-09-07","11:09:51","R_1QnfJHqgL52WCBB","979721996","1","53570","1","/0/15/20/5/15/20/5/25/10/30","145","10","1","/1/0/0/0/0/0/0/0/0/0","9","30","/1/3/4/1/3/4/1/5/2/6","0.00","29","3.2222222222222223209"
"6.6.1","mac","2023-09-07","14:10:08","R_1hWJ3SuTOSMTC8Q","979721995","1","52634","1","/30/0/0/15/15/15/15/15/0/10","115","10","3","/0/1/1/0/0/0/0/0/1/0","7","28","/6/3/1/3/3/3/3/3/1/2","2.80","23","3.2857142857142855874"
"6.6.3","and","2023-09-07","14:07:20","R_2CqBlVTeqY64XCK","979721979","1","219074","1","/15/0/0/10/20/35/15/0/35/15","145","10","3","/0/1/1/0/0/0/0/1/0/0","7","35","/3/3/2/2/4/7/3/1/7/3","3.50","29","4.1428571428571432378"
"6.6.1","win","2023-09-07","14:07:32","R_2tu3KBKQumjrTkl","979721970","1","209870","1","/50/70/0/50/50/100/0/0/50/60","430","10","3","/0/0/1/0/0/0/1/1/0/0","7","100","/10/14/5/10/10/20/2/7/10/12","0.00","86","12.2857142857142864756"
"6.6.1","win","2023-09-07","14:09:40","R_22txtDbcibgGoj6","979721994","1","112504","1","/70/0/0/50/0/0/50/50/75/0","295","10","5","/0/1/1/0/1/1/0/0/0/1","5","84","/14/1/11/10/6/6/10/10/15/1","8.4000000000000003553","59","11.8000000000000007105"
"6.6.1","win","2023-09-07","13:10:44","R_0lBm9mJiajKCZIl","979721993","1","63747","1","/40/0/0/50/40/40/40/40/40/40","330","10","2","/0/1/1/0/0/0/0/0/0/0","8","77","/8/6/5/10/8/8/8/8/8/8","7.70","66","8.25"
"6.6.1","win","2023-09-07","14:09:53","R_3Jbbfea7IseiFb0","979721992","1","137109","1","/30/50/75/0/0/0/5/5/20/35","220","10","3","/0/0/0/1/1/1/0/0/0/0","7","76","/6/10/15/23/7/2/1/1/4/7","7.60","44","6.2857142857142855874"
"6.6.1","win","2023-09-07","14:11:21","R_bvX3NWRSxJN4IpP","979721998","1","74175","1","/20/20/20/0/20/20/20/20/20/20","180","10","1","/0/0/0/0/0/0/0/0/0/0","9","40","/4/4/4/4/4/4/4/4/4/4","0.00","36","4"
"6.6.1","win","2023-09-07","14:09:54","R_3OiWv84nJdDapzt","979721990","1","170061","1","/80/0/85/105/65/0/90/0/0/0","425","10","5","/0/1/0/0/0/1/0/1/1/1","5","122","/16/1/17/21/13/4/18/5/18/9","12.1999999999999992895","85","17"
"6.6.1","win","2023-09-07","11:08:01","R_6Mqcx4Miz7uX9Lj","979721983","1","285707","1","/0/25/25/0/30/35/30/35/45/25","250","10","2","/1/0/0/1/0/0/0/0/0/0","8","64","/4/5/5/10/6/7/6/7/9/5","6.40","50","6,25"
"6.6.0","win","2023-09-07","13:09:43","R_3HRcYlSS0ZlFuLq","979721973","1","189194","1","/100/0/0/60/75/75/75/0/50/0","435","10","4","/0/1/1/0/0/0/0/1/0/1","6","125","/20/5/12/12/15/15/15/12/10/9","12.5","87","14.5"
"6.6.1","win","2023-09-07","14:12:09","R_2b0FcBJZRf2j39C","979722003","1","58300","1","/60/0/0/0/50/25/0/35/45/35","250","10","4","/0/1/1/1/0/0/1/0/0/0","6","83","/12/11/10/4/10/5/8/7/9/7","8.30","50","8.3333333333333339255"
"6.6.1","win","2023-09-07","11:11:54","R_12nGwEJBgSX5qJO","979721999","1","126421","1","/30/40/0/40/70/50/80/70/50/0","430","10","2","/0/0/1/0/0/0/0/0/0/1","8","97","/6/8/4/8/14/10/16/14/10/7","9.6999999999999992895","86","10.75"
"6.6.1","win","2023-09-07","13:12:01","R_1OE0AZPQlkGWC0s","979722001","1","132946","1","/20/40/0/40/45/0/20/0/15/30","210","10","3","/0/0/0/0/0/1/0/1/0/0","7","61","/4/8/10/8/9/4/4/5/3/6","6.10","42","6"
"6.6.1","win","2023-09-07","11:13:38","R_1MTnEEjiJn5ja6J","979722007","1","88544","1","/50/60/70/0/80/70/0/0/50/50","430","10","3","/0/0/0/1/0/0/1/0/0/0","7","114","/10/12/14/6/16/14/12/10/10/10","11.40","86","12.2857142857142864756"
"6.6.1","win","2023-09-07","14:12:43","R_31QVYGxXWjCFUj1","979722006","1","150015","1","/70/0/50/75/0/0/50/45/45/0","335","10","4","/0/1/0/0/1/1/0/0/0/1","6","99","/14/3/10/15/10/12/10/9/9/7","9.9000000000000003553","67","11.1666666666666660745"
"6.6.1","win","2023-09-07","14:11:31","R_1kUHb0Eyq3iraaD","979721991","1","245361","1","/25/0/20/25/25/25/30/15/30/40","235","10","1","/0/1/0/0/0/0/0/0/0/0","9","50","/5/3/4/5/5/5/6/3/6/8","0.00","47","5.2222222222222223209"
"6.6.1","mac","2023-09-07","14:10:50","R_2e51XmrJ1oHnDWd","979721965","1","171973","1","/10/10/10/10/5/10/10/0/10/0","75","10","2","/0/0/0/0/0/0/0/0/0/1","8","18","/2/2/2/2/1/2/2/2/2/1","1.8000000000000000444","15","1.875"
"6.6.1","win","2023-09-07","18:11:59","R_2rHL5H9YVSGOSEQ","979721862","1","106493","1","/65/0/30/0/25/25/40/0/30/25","240","10","3","/0/1/0/1/0/0/0/1/0/0","7","65","/13/5/6/6/5/5/8/6/6/5","6.50","48","6.8571428571428567622"
"6.6.1","win","2023-09-07","14:12:37","R_3MsQMZ7WYBAB1Mn","979721997","1","262336","1","/30/45/75/0/0/0/0/0/0/90","240","10","6","/0/0/0/0/1/1/1/1/1/0","4","86","/6/9/15/20/4/7/2/4/1/18","8.60","48","12"
"6.6.1","win","2023-09-07","14:17:01","R_2xE0KuWkcBnRuyd","979722011","1","82869","1","/0/0/0/20/0/0/0/0/90/140","250","10","7","/1/1/1/0/1/1/1/1/0/0","3","163","/31/20/7/4/20/6/19/10/18/28","16.30","50","16.6666666666666678509"
"6.6.1","win","2023-09-07","14:14:47","R_3dMnD0BreNvo7Vo","979722008","1","241735","1","/0/0/20/0/95/0/80/0/0/80","275","10","6","/1/1/0/1/0/1/0/1/1/0","4","138","/7/8/4/1/19/17/16/31/19/16","13.80","55","13.75"
"6.6.1","win","2023-09-07","14:12:54","R_1hQeoSHqfc2znC9","979722004","1","367703","1","/50/75/0/50/0/75/100/0/0/0","350","10","5","/0/0/1/0/1/0/0/1/1/1","5","126","/10/15/15/10/10/15/20/8/16/7","12.5999999999999996447","70","14"
"6.6.1","win","2023-09-07","14:18:52","R_24AWrqkYaiFtHqy","979722010","1","90985","1","/0/0/0/0/25/70/50/0/35/70","250","10","5","/1/0/1/1/0/0/0/1/0/0","5","82","/9/9/5/3/5/14/10/6/7/14","8.20","50","10"
"6.6.1","win","2023-09-07","14:19:54","R_1kNO7hxJZFoEBJr","979722013","1","169080","1","/50/100/75/0/0/0/20/45/50/0","340","10","4","/0/0/0/1/1/1/0/0/0/1","6","105","/10/20/15/15/9/3/4/9/10/10","10.5","68","11.3333333333333339255"
"6.6.1","win","2023-09-07","13:21:16","R_2fwj2M72MCGsi8c","979722009","1","225010","1","/25/0/25/35/40/0/25/30/0/0","180","10","4","/0/1/0/0/0/1/0/0/1/1","6","52","/5/6/5/7/8/6/5/6/3/1","5.2000000000000001776","36","6"
"6.6.1","win","2023-09-07","14:20:36","R_08ptw0GjJpkCu5z","979722014","1","323977","1","/25/35/0/40/45/0/0/45/30/45","265","10","3","/0/0/1/0/0/1/1/0/0/0","7","74","/5/7/1/8/9/9/11/9/6/9","7.40","53","7.5714285714285711748"
"6.6.1","win","2023-09-07","14:30:22","R_1l3l97lGlEX6mZQ","979722018","1","46341","1","/0/15/15/15/0/20/25/10/20/15","135","10","2","/1/0/0/0/1/0/0/0/0/0","8","32","/3/3/3/3/2/4/5/2/4/3","3.20","27","3.375"
