"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","exp_condition","releasecondition","weathercondition","maxnr_fishinpond","maxnr_trips","fixedsampling","reward","total_winnings","lstotalearnings","tripcount","successtrip","totalfishingcount","lstotalfishingcount","adj_totalfishingcount","total_suddenends","lstotalend","avg_fishingcount","adjavg_fishingcount","mean_castlatency"
"6.6.1","win","2023-09-07","13:13:33","R_0lBm9mJiajKCZIl","979721993","1","82987","1","1","1","1","32","10","0","5","425","/0/60/60/0/70/0/60/60/65/50","10","7","99","/1/12/12/7/14/6/12/12/13/10","85","3","/1/0/0/1/0/1/0/0/0/0","9.9000000000000003553","12.1428571428571423496","4771"
"6.6.1","win","2023-09-07","11:14:17","R_6Mqcx4Miz7uX9Lj","979721983","1","57418","1","1","1","1","32","10","0","5","360","/75/55/0/75/70/0/0/45/0/40","10","6","101","/15/11/11/15/14/9/4/9/5/8","72","4","/0/0/1/0/0/1/1/0/1/0","10,0999999999999996447","12","3005,5"
"6.6.1","win","2023-09-07","14:13:19","R_dj08UF2a8pLXrS9","979721968","1","122837","1","1","1","1","32","10","0","5","325","/15/80/0/55/75/0/40/60/0/0","10","6","108","/3/16/11/11/15/12/8/12/7/13","65","4","/0/0/1/0/0/1/0/0/1/1","10.8000000000000007105","10.8333333333333339255","6689.1538461538457340794"
"6.6.1","win","2023-09-07","14:14:51","R_2b0FcBJZRf2j39C","979722003","1","57057","1","1","1","1","32","10","0","5","390","/0/5/5/20/80/120/120/0/0/40","10","7","87","/4/1/1/4/16/24/24/1/4/8","78","3","/1/0/0/0/0/0/0/1/1/0","8.6999999999999992895","11.1428571428571423496","3037.25"
"6.6.1","win","2023-09-07","14:13:41","R_23Vlz7YtSeOdU5S","979721971","1","130092","1","1","1","1","32","10","0","5","300","/50/25/25/30/60/55/0/25/0/30","10","8","69","/10/5/5/6/12/11/5/5/4/6","60","2","/0/0/0/0/0/0/1/0/1/0","6.9000000000000003553","7.5","11268"
"6.6.1","win","2023-09-07","12:13:14","R_1FyNAEHM55orod2","979721987","1","160958","1","1","1","1","32","10","0","5","480","/0/0/0/80/105/0/0/85/105/105","10","5","152","/7/20/13/16/21/10/6/17/21/21","96","5","/1/1/1/0/0/1/1/0/0/0","15.1999999999999992895","19.1999999999999992895","4966.3809523809522943338"
"6.6.1","win","2023-09-07","13:12:12","R_3QKsXHYzpDJ97bT","979721932","1","239006","1","1","1","1","32","10","0","5","395","/125/0/0/0/60/90/0/60/0/60","10","5","119","/25/1/11/13/12/18/10/12/5/12","79","5","/0/1/1/1/0/0/1/0/1/0","11.9000000000000003553","15.8000000000000007105","10478.0833333333339396631"
"6.6.1","win","2023-09-07","14:14:43","R_22txtDbcibgGoj6","979721994","1","119677","1","1","1","1","32","10","0","5","290","/0/0/0/0/70/80/0/0/65/75","10","4","142","/24/2/22/10/14/16/10/16/13/15","58","6","/1/1/1/1/0/0/1/1/0/0","14.1999999999999992895","14.5","5930.8666666666667879326"
"6.6.1","win","2023-09-07","13:13:40","R_1IQ4j7d30uQG7gk","979721975","1","190640","1","1","1","1","32","10","0","5","205","/10/20/20/15/25/35/30/30/20/0","10","9","44","/2/4/4/3/5/7/6/6/4/3","41","1","/0/0/0/0/0/0/0/0/0/1","4.4000000000000003553","4.5555555555555553582","22696.6666666666678793263"
"6.6.1","win","2023-09-07","14:14:13","R_2tu3KBKQumjrTkl","979721970","1","163294","1","1","1","1","32","10","0","5","280","/45/40/40/0/40/0/25/25/30/35","10","8","66","/9/8/8/4/8/6/5/5/6/7","56","2","/0/0/0/1/0/1/0/0/0/0","6.5999999999999996447","7","14366.5714285714293509955"
"6.6.1","win","2023-09-07","14:11:58","R_1HbBybORiR3I0hL","979721985","1","306750","1","1","1","1","32","10","0","5","285","/85/0/35/60/45/0/0/15/20/25","10","7","81","/17/17/7/12/9/5/2/3/4/5","57","3","/0/1/0/0/0/1/1/0/0/0","8.0999999999999996447","8.1428571428571423496","49087.199999999997089617"
"6.6.1","win","2023-09-07","11:16:27","R_1ND01VB4Hdc4d6u","979721963","1","63361","1","1","1","1","32","10","0","5","145","/0/15/10/15/10/30/25/20/0/20","10","8","38","/8/3/2/3/2/6/5/4/1/4","29","2","/1/0/0/0/0/0/0/0/1/0","3.7999999999999998224","3.625","7116"
"6.6.1","win","2023-09-07","11:16:46","R_1MTnEEjiJn5ja6J","979722007","1","58142","1","1","1","1","32","10","0","5","310","/0/0/50/50/50/60/0/50/50/0","10","6","93","/4/12/10/10/10/12/12/10/10/3","62","4","/1/1/0/0/0/0/1/0/0/1","9.3000000000000007105","10.3333333333333339255","8292.6666666666660603369"
"6.6.1","win","2023-09-07","13:16:41","R_1OE0AZPQlkGWC0s","979722001","1","88254","1","1","1","1","32","10","0","5","400","/0/0/80/80/80/0/0/0/80/80","10","5","98","/2/2/16/16/16/2/8/4/16/16","80","5","/1/1/0/0/0/1/1/1/0/0","9.8000000000000007105","16","3449.625"
"6.6.3","and","2023-09-07","14:15:24","R_2CqBlVTeqY64XCK","979721979","1","167488","1","1","1","1","32","10","0","5","195","/40/0/25/0/15/30/0/40/25/20","10","7","60","/8/10/5/5/3/6/6/8/5/4","39","3","/0/1/0/1/0/0/1/0/0/0","6","5.5714285714285711748","24990.75"
"6.6.1","win","2023-09-07","18:15:42","R_2rHL5H9YVSGOSEQ","979721862","1","47907","1","1","1","1","32","10","0","5","165","/35/20/15/30/0/10/25/30/0/0","10","7","41","/7/4/3/6/1/2/5/6/4/3","33","3","/0/0/0/0/1/0/0/0/1/1","4.0999999999999996447","4.7142857142857144126","5450.3333333333330301684"
"6.6.1","win","2023-09-07","14:16:23","R_3Jbbfea7IseiFb0","979721992","1","130494","1","1","1","1","32","10","0","5","150","/35/0/25/0/25/30/10/0/25/0","10","6","53","/7/8/5/5/5/6/2/8/5/2","30","4","/0/1/0/1/0/0/0/1/0/1","5.2999999999999998224","5","37805"
"6.6.1","win","2023-09-07","14:17:09","R_3OiWv84nJdDapzt","979721990","1","118093","1","1","1","1","32","10","0","5","315","/0/75/0/0/0/70/55/0/65/50","10","5","107","/11/15/3/13/4/14/11/13/13/10","63","5","/1/0/1/1/1/0/0/1/0/0","10.6999999999999992895","12.5999999999999996447","5284.1000000000003637979"
"6.6.1","mac","2023-09-07","14:15:29","R_2e51XmrJ1oHnDWd","979721965","1","127482","1","1","1","1","32","10","0","5","135","/15/15/15/15/15/15/15/15/0/15","10","9","28","/3/3/3/3/3/3/3/3/1/3","27","1","/0/0/0/0/0/0/0/0/1/0","2.7999999999999998224","3","8311.3333333333339396631"
"6.6.1","win","2023-09-07","11:18:32","R_12nGwEJBgSX5qJO","979721999","1","82554","1","1","1","1","32","10","0","5","65","/0/0/0/40/0/0/0/0/25/0","10","2","81","/4/19/16/8/7/9/8/4/5/1","13","8","/1/1/1/0/1/1/1/1/0/1","8.0999999999999996447","6.5","24674"
"6.6.1","win","2023-09-07","14:18:04","R_31QVYGxXWjCFUj1","979722006","1","113573","1","1","1","1","32","10","0","5","145","/0/0/50/0/0/0/0/25/30/40","10","4","55","/4/1/10/7/8/5/1/5/6/8","29","6","/1/1/0/1/1/1/1/0/0/0","5.5","7.25","7499.5"
"6.6.1","win","2023-09-07","14:19:36","R_2xE0KuWkcBnRuyd","979722011","1","63823","1","1","1","1","32","10","0","5","490","/0/0/90/100/110/100/0/90/0/0","10","5","139","/9/10/18/20/22/20/12/18/4/6","98","5","/1/1/0/0/0/0/1/0/1/1","13.9000000000000003553","19.6000000000000014211","5412.6666666666669698316"
"6.6.1","win","2023-09-07","14:19:47","R_1kUHb0Eyq3iraaD","979721991","1","94420","1","1","1","1","32","10","0","5","215","/30/35/25/25/15/40/5/40/0/0","10","8","52","/6/7/5/5/3/8/1/8/1/8","43","2","/0/0/0/0/0/0/0/0/1/1","5.2000000000000001776","5.375","4623.75"
"6.6.1","win","2023-09-07","14:21:15","R_24AWrqkYaiFtHqy","979722010","1","45090","1","1","1","1","32","10","0","5","315","/25/35/45/35/45/40/0/15/35/40","10","9","64","/5/7/9/7/9/8/1/3/7/8","63","1","/0/0/0/0/0/0/1/0/0/0","6.4000000000000003553","7","1955.75"
"6.6.0","win","2023-09-07","13:21:01","R_3HRcYlSS0ZlFuLq","979721973","1","194861","1","1","1","1","32","10","0","5","460","/0/0/75/0/75/0/100/0/110/100","10","5","173","/26/20/15/10/15/3/20/22/22/20","92","5","/1/1/0/1/0/1/0/1/0/0","17.3000000000000007105","18.3999999999999985789","3865.75"
"6.6.1","win","2023-09-07","14:24:11","R_1kNO7hxJZFoEBJr","979722013","1","59024","1","1","1","1","32","10","0","5","235","/0/65/0/35/0/0/25/25/40/45","10","6","78","/8/13/12/7/7/4/5/5/8/9","47","4","/1/0/1/0/1/1/0/0/0/0","7.7999999999999998224","7.8333333333333330373","3228.888888888888686779"
"6.6.1","win","2023-09-07","14:22:17","R_3MsQMZ7WYBAB1Mn","979721997","1","182708","1","1","1","1","32","10","0","5","360","/0/0/0/50/0/75/85/95/0/55","10","5","132","/12/17/14/10/8/15/17/19/9/11","72","5","/1/1/1/0/1/0/0/0/1/0","13.1999999999999992895","14.4000000000000003553","8389"
"6.6.1","win","2023-09-07","14:23:51","R_3dMnD0BreNvo7Vo","979722008","1","125399","1","1","1","1","32","10","0","5","325","/0/0/85/0/70/0/65/0/0/105","10","4","133","/25/4/17/10/14/6/13/20/3/21","65","6","/1/1/0/1/0/1/0/1/1/0","13.3000000000000007105","16.25","3030.4761904761903679173"
"6.6.1","win","2023-09-07","14:23:50","R_1hQeoSHqfc2znC9","979722004","1","167749","1","1","1","1","32","10","0","5","200","/0/50/25/0/25/50/50/0/0/0","10","5","66","/10/10/5/1/5/10/10/7/5/3","40","5","/1/0/0/1/0/0/0/1/1/1","6.5999999999999996447","8","22338.3333333333321206737"
"6.6.1","win","2023-09-07","14:29:02","R_08ptw0GjJpkCu5z","979722014","1","186735","1","1","1","1","32","10","0","5","155","/0/0/30/20/30/20/0/25/30/0","10","6","47","/1/5/6/4/6/4/6/5/6/4","31","4","/1/1/0/0/0/0/1/0/0/1","4.7000000000000001776","5.1666666666666669627","2856.25"
"6.6.1","win","2023-09-07","14:32:09","R_1l3l97lGlEX6mZQ","979722018","1","37148","1","1","1","1","32","10","0","5","295","/0/40/35/45/0/30/25/35/35/50","10","8","66","/3/8/7/9/4/6/5/7/7/10","59","2","/1/0/0/0/1/0/0/0/0/0","6.5999999999999996447","7.375","1452"
"6.6.1","win","2023-09-07","13:33:10","R_2fwj2M72MCGsi8c","979722009","1","183871","1","1","1","1","32","10","0","5","245","/20/25/30/25/30/35/0/20/40/20","10","9","54","/4/5/6/5/6/7/5/4/8/4","49","1","/0/0/0/0/0/0/1/0/0/0","5.4000000000000003553","5.4444444444444446418","17615.25"
"6.6.1","mac","2023-09-07","11:36:07","R_1EYfntf3XUqfPEK","979722019","1","81165","1","1","1","1","32","10","0","5","175","/0/40/0/0/30/40/0/0/30/35","10","5","56","/9/8/5/1/6/8/5/1/6/7","35","5","/1/0/1/1/0/0/1/1/0/0","5.5999999999999996447","7","6552.2857142857146754977"
"6.6.1","win","2023-09-07","13:39:04","R_2U4TndgEJJshamh","979722021","1","56830","1","1","1","1","32","10","0","5","390","/75/0/50/0/40/40/40/0/75/70","10","7","95","/15/9/10/6/8/8/8/2/15/14","78","3","/0/1/0/1/0/0/0/1/0/0","9.5","11.1428571428571423496","1897.5"
"6.6.1","win","2023-09-07","14:39:37","R_2zSxCSbcNCwjMvq","979722022","1","55254","1","1","1","1","32","10","0","5","345","/0/30/40/0/0/70/40/60/40/65","10","7","75","/2/6/8/3/1/14/8/12/8/13","69","3","/1/0/0/1/1/0/0/0/0/0","7.5","9.8571428571428576504","2115.5384615384614335198"
"6.6.1","win","2023-09-07","14:42:38","R_1o7vIMuFXUSAeeU","979722024","1","76875","1","1","1","1","32","10","0","5","315","/0/105/0/100/0/0/0/25/85/0","10","4","139","/23/21/17/20/17/3/11/5/17/5","63","6","/1/0/1/0/1/1/1/0/0/1","13.9000000000000003553","15.75","10499.3999999999996362021"
"6.6.3","and","2023-09-07","13:41:55","R_2qavfrSbz8M5TVD","979722020","1","154193","1","1","1","1","32","10","0","5","245","/0/0/25/50/20/15/60/0/75/0","10","6","81","/10/10/5/10/4/3/12/5/15/7","49","4","/1/1/0/0/0/0/0/1/0/1","8.0999999999999996447","8.1666666666666660745","11931.714285714286233997"
"6.6.1","win","2023-09-07","11:42:48","R_3p0bTRoV0tQEoT4","979722016","1","133284","1","1","1","1","32","10","0","5","240","/45/0/25/35/30/0/30/25/25/25","10","8","58","/9/4/5/7/6/6/6/5/5/5","48","2","/0/1/0/0/0/1/0/0/0/0","5.7999999999999998224","6","3631"
"6.6.0","win","2023-09-07","13:51:03","R_1eRD9PFRuwsbfyG","979722025","1","91343","1","1","1","1","32","10","0","5","420","/60/70/60/60/0/70/0/40/60/0","10","7","111","/12/14/12/12/11/14/8/8/12/8","84","3","/0/0/0/0/1/0/1/0/0/1","11.0999999999999996447","12","6084.625"
"6.6.1","win","2023-09-07","14:51:50","R_2cuMDfEZczbKBro","979722027","1","55643","1","1","1","1","32","10","0","5","250","/45/45/45/0/0/40/0/0/35/40","10","6","65","/9/9/9/1/9/8/1/4/7/8","50","4","/0/0/0/1/1/0/1/1/0/0","6.5","8.3333333333333339255","3346.875"
"6.6.1","win","2023-09-07","13:55:13","R_Uo2Ln8K9pJIhRuh","979722028","1","92759","1","1","1","1","32","10","0","5","325","/0/40/50/0/0/35/45/50/70/35","10","7","93","/2/8/10/15/11/7/9/10/14/7","65","3","/1/0/0/1/1/0/0/0/0/0","9.3000000000000007105","9.2857142857142864756","4503.8571428571431169985"
"6.6.1","mac","2023-09-07","14:06:30","R_31iIQVBh4SNZfme","979722030","1","94883","1","1","1","1","32","10","0","5","120","/15/25/40/0/0/15/10/0/15/0","10","6","44","/3/5/8/6/5/3/2/3/3/6","24","4","/0/0/0/1/1/0/0/1/0/1","4.4000000000000003553","4","6427.1666666666669698316"
"6.6.1","win","2023-09-07","16:06:51","R_2TKUfC3oXK0gYkJ","979722031","1","104592","1","1","1","1","32","10","0","5","205","/0/55/40/30/0/35/45/0/0/0","10","5","62","/7/11/8/6/7/7/9/2/3/2","41","5","/1/0/0/0/1/0/0/1/1/1","6.2000000000000001776","8.1999999999999992895","28785.5"
"6.6.1","mac","2023-09-07","15:12:35","R_1ouU7q2kZltyrWG","979722032","1","56450","1","1","1","1","32","10","0","5","280","/0/0/15/45/60/80/0/80/0/0","10","5","90","/5/5/3/9/12/16/14/16/3/7","56","5","/1/1/0/0/0/0/1/0/1/1","9","11.1999999999999992895","3103"
"6.6.1","win","2023-09-07","15:13:48","R_3eq8A9hVrNNuDHv","979722033","1","123091","1","1","1","1","32","10","0","5","170","/5/25/25/25/0/25/25/0/20/20","10","8","42","/1/5/5/5/3/5/5/5/4/4","34","2","/0/0/0/0/1/0/0/1/0/0","4.2000000000000001776","4.25","14831.25"
"6.6.1","mac","2023-09-07","12:33:53","R_3fMIDg97Cvwq0dw","979722036","1","89335","1","1","1","1","32","10","0","5","145","/0/0/30/0/30/30/0/0/30/25","10","5","63","/12/3/6/7/6/6/5/7/6/5","29","5","/1/1/0/1/0/0/1/1/0/0","6.2999999999999998224","5.7999999999999998224","10275"
"6.6.1","mac","2023-09-07","12:43:43","R_2R4SFS8Yd2Vyymp","979722035","1","9832","1","1","1","1","32","10","0","5","5","/5/0/0/0/0/0/0/0/0/0","10","10","1","/1/0/0/0/0/0/0/0/0/0","1","0","/0/0/0/0/0/0/0/0/0/0","0.1000000000000000056","0.1000000000000000056",""
"6.6.1","win","2023-09-07","15:56:28","R_ZxbCPwg3jYbTb6F","979722015","1","36212","1","1","1","1","32","10","0","5","230","/0/0/0/55/40/40/40/25/30/0","10","6","59","/1/6/2/11/8/8/8/5/6/4","46","4","/1/1/1/0/0/0/0/0/0/1","5.9000000000000003553","7.6666666666666669627","2927.25"
"6.6.1","win","2023-09-07","15:59:42","R_293MgDbUk2oeOhi","979722041","1","49160","1","1","1","1","32","10","0","5","235","/0/0/35/40/45/0/0/30/45/40","10","6","76","/8/9/7/8/9/5/7/6/9/8","47","4","/1/1/0/0/0/1/1/0/0/0","7,5999999999999996447","7,8333333333333330373","2517,5"
